InspeksiID,Tanggal,Bulan,NamaBulan,EstateKode,Estate,Wilayah,StatusKebun,Afdeling,BlokID,LuasHancak_Ha,PemanenID,NamaPemanen,MasaKerjaBulan,KelompokMasaKerja,StatusKaryawan,Mandor,Asisten,InspekturSQA,BrondolanTidakTerkutip,BuahMatangTertinggal,BuahMentahDipanen,MutuPotongTangkai,PelepahSengkleh,SusunanPelepah,PiringanBersih,GawanganBersih,PasarPikulBersih,KerapianTPH,SkorTotal,Grade,Denda_Rp,CurahHujanBulan_mm,TindakanKorektif,StatusVerifikasi
MH-02252,2026-03-21,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-022,23.4,PMN-0325,Nasrul Hutapea,110,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Ratna Kusumaningrum,17.3,13.0,8.5,9.2,8.4,9.2,8.4,4.3,4.4,4.5,87.2,B,0,391.0,Pengarahan ringan,Terverifikasi
MH-02253,2026-03-21,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-013,16.2,PMN-0315,Joko Sagala,14,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Ratna Kusumaningrum,17.1,13.0,8.8,8.4,9.1,8.5,8.1,4.6,4.3,4.6,86.5,B,0,391.0,Pengarahan ringan,Terverifikasi
MH-02254,2026-03-21,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-016,21.6,PMN-0317,Sri Ginting,66,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Ratna Kusumaningrum,17.0,13.6,8.9,9.3,8.2,9.2,8.8,4.2,4.2,4.4,87.8,B,0,391.0,Pengarahan ringan,Menunggu verifikasi
MH-02255,2026-03-21,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-009,19.3,PMN-0314,Yusuf Sianturi,21,> 12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Ratna Kusumaningrum,18.3,13.5,8.9,9.2,8.5,9.0,8.8,4.1,4.4,4.1,88.8,B,0,391.0,Pengarahan ringan,Terverifikasi
MH-02256,2026-03-21,3,Mar,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-016,16.3,PMN-0323,Priyo Effendi,26,> 12 bulan,SKU,Budi Sinaga,Marwan Saragih,Yanuar Santika,18.1,13.1,9.1,8.5,9.0,8.7,9.1,4.7,4.6,4.2,89.1,B,0,391.0,Pengarahan ringan,Terverifikasi
MH-02257,2026-04-15,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-020,22.3,PMN-0307,Gunawan Hutapea,5,< 6 bulan,SKU,Agus Prasetyo,Marwan Saragih,Tri Wibisono,14.1,10.2,7.8,7.6,7.6,8.1,7.5,4.0,4.2,4.3,75.4,C,35000,248.0,Kutip ulang + coaching mandor,Terverifikasi
MH-02258,2026-04-15,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-016,21.6,PMN-0317,Sri Ginting,66,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Hendra Sitompul,17.2,12.9,8.4,8.9,8.9,9.0,8.4,4.6,4.5,4.7,87.5,B,0,248.0,Pengarahan ringan,Terverifikasi
MH-02259,2026-04-15,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-002,16.3,PMN-0323,Priyo Effendi,26,> 12 bulan,SKU,Budi Sinaga,Marwan Saragih,Hendra Sitompul,18.4,13.9,9.0,8.7,9.4,8.6,9.5,4.3,4.7,4.8,91.3,A,0,248.0,Tidak ada,Menunggu verifikasi
MH-02260,2026-04-15,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-003,15.6,PMN-0316,Samsul Sianturi,117,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Yanuar Santika,17.3,13.8,9.2,9.4,9.6,8.9,8.6,4.5,4.5,4.6,90.4,A,0,248.0,Tidak ada,Menunggu verifikasi
MH-02261,2026-04-15,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-023,23.4,PMN-0326,Nanda Wijaya,119,> 12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Ratna Kusumaningrum,17.7,13.2,8.4,8.4,9.6,8.5,8.9,4.3,4.2,4.8,88.0,B,0,248.0,Pengarahan ringan,Terverifikasi
MH-02262,2026-04-15,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-016,23.4,PMN-0325,Nasrul Hutapea,110,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Dewi Lestari,18.4,13.9,9.4,9.1,9.1,8.5,8.6,4.7,4.2,4.6,90.5,A,0,248.0,Tidak ada,Terverifikasi
MH-02263,2026-04-12,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-022,23.1,PMN-0312,Yusuf Sagala,26,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Tri Wibisono,17.0,14.2,9.6,8.7,8.5,8.7,9.2,4.5,4.6,4.8,89.8,B,0,248.0,Pengarahan ringan,Terverifikasi
MH-02264,2026-04-12,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-007,23.4,PMN-0325,Nasrul Hutapea,110,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Tri Wibisono,18.5,12.5,8.4,8.9,9.2,8.4,8.5,4.6,4.6,4.5,88.1,B,0,248.0,Pengarahan ringan,Terverifikasi
MH-02265,2026-04-12,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-007,16.3,PMN-0324,Sutrisno Fauzi,166,> 12 bulan,BHL,Agus Prasetyo,Marwan Saragih,Yanuar Santika,18.6,13.7,9.4,9.5,8.5,9.1,9.4,4.4,4.4,4.4,91.4,A,0,248.0,Tidak ada,Terverifikasi
MH-02266,2026-04-12,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-002,16.3,PMN-0323,Priyo Effendi,26,> 12 bulan,SKU,Budi Sinaga,Marwan Saragih,Yanuar Santika,17.1,12.6,9.6,8.5,8.5,8.8,8.8,4.3,4.2,4.5,86.9,B,0,248.0,Pengarahan ringan,Terverifikasi
MH-02267,2026-04-12,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-024,23.4,PMN-0326,Nanda Wijaya,119,> 12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Yanuar Santika,18.9,13.6,8.4,9.2,9.3,8.8,9.3,4.3,4.6,4.5,90.9,A,0,248.0,Tidak ada,Terverifikasi
MH-02268,2026-04-12,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-009,15.4,PMN-0308,Nasrul Prasetyo,72,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Ratna Kusumaningrum,17.7,13.8,9.1,8.5,8.4,9.2,8.4,4.4,4.7,4.7,88.9,B,0,248.0,Pengarahan ringan,Terverifikasi
MH-02269,2026-04-23,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-007,22.3,PMN-0307,Gunawan Hutapea,5,< 6 bulan,SKU,Agus Prasetyo,Marwan Saragih,Hendra Sitompul,12.9,10.1,8.2,8.2,7.6,7.7,7.8,4.2,3.9,4.3,74.9,C,35000,248.0,Kutip ulang + coaching mandor,Terverifikasi
MH-02270,2026-04-23,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-007,21.6,PMN-0317,Sri Ginting,66,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Dewi Lestari,18.6,14.0,9.2,9.4,9.0,8.5,8.7,4.6,4.7,4.5,91.2,A,0,248.0,Tidak ada,Terverifikasi
MH-02271,2026-04-23,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-008,15.6,PMN-0316,Samsul Sianturi,117,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Dewi Lestari,18.6,14.3,8.6,9.6,9.2,8.6,9.3,4.2,4.3,4.5,91.2,A,0,248.0,Tidak ada,Terverifikasi
MH-02272,2026-04-23,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-012,16.3,PMN-0323,Priyo Effendi,26,> 12 bulan,SKU,Budi Sinaga,Marwan Saragih,Yanuar Santika,18.4,14.0,9.2,9.0,9.2,8.4,8.5,4.4,4.5,4.8,90.4,A,0,248.0,Tidak ada,Terverifikasi
MH-02273,2026-04-23,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-004,19.4,PMN-0319,Yuli Hartanto,52,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Dewi Lestari,18.5,13.5,9.1,8.6,9.1,9.2,8.9,4.2,4.4,4.4,89.9,B,0,248.0,Pengarahan ringan,Terverifikasi
MH-02274,2026-04-23,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-007,19.6,PMN-0321,Zainal Barus,121,> 12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Tri Wibisono,18.7,14.0,8.8,9.1,9.1,8.6,9.2,4.4,4.2,4.4,90.5,A,0,248.0,Tidak ada,Terverifikasi
MH-02275,2026-04-15,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-013,15.6,PMN-0316,Samsul Sianturi,117,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Yanuar Santika,18.4,12.8,9.4,9.4,9.2,9.5,8.5,4.8,4.3,4.2,90.5,A,0,248.0,Tidak ada,Menunggu verifikasi
MH-02276,2026-04-15,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-015,21.8,PMN-0313,Priyo Sudarmono,94,> 12 bulan,BHL,Agus Prasetyo,Marwan Saragih,Yanuar Santika,17.1,12.7,9.4,8.6,8.9,9.1,9.2,4.5,4.6,4.6,88.7,B,0,248.0,Pengarahan ringan,Terverifikasi
MH-02277,2026-04-15,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-011,17.3,PMN-0318,Hadi Sagala,10,6-12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Yanuar Santika,17.5,13.5,8.7,8.1,8.7,8.5,9.1,4.3,4.2,4.5,87.1,B,0,248.0,Pengarahan ringan,Terverifikasi
MH-02278,2026-04-15,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-022,16.3,PMN-0324,Sutrisno Fauzi,166,> 12 bulan,BHL,Agus Prasetyo,Marwan Saragih,Dewi Lestari,16.9,13.2,8.8,9.3,8.4,8.5,8.8,4.4,4.7,4.5,87.5,B,0,248.0,Pengarahan ringan,Menunggu verifikasi
MH-02279,2026-04-15,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-009,21.6,PMN-0317,Sri Ginting,66,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Hendra Sitompul,18.2,12.7,8.8,8.6,8.8,9.1,8.9,4.3,4.8,4.6,88.8,B,0,248.0,Pengarahan ringan,Terverifikasi
MH-02280,2026-04-15,4,Apr,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-001,14.8,PMN-0311,Priyo Barus,12,> 12 bulan,SKU,Budi Sinaga,Marwan Saragih,Ratna Kusumaningrum,17.8,13.2,9.3,8.6,9.3,8.9,8.7,4.8,4.8,4.3,89.7,B,0,248.0,Pengarahan ringan,Terverifikasi
MH-02281,2026-05-05,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-023,22.8,PMN-0309,Priyo Wibowo,115,> 12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Dewi Lestari,16.6,13.6,8.7,8.6,8.2,9.2,8.3,4.6,4.1,4.1,86.0,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02282,2026-05-05,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-008,21.8,PMN-0313,Priyo Sudarmono,94,> 12 bulan,BHL,Agus Prasetyo,Marwan Saragih,Ratna Kusumaningrum,18.3,12.2,9.0,8.8,9.2,9.1,8.4,4.3,4.4,4.2,87.9,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02283,2026-05-05,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-003,20.5,PMN-0322,Umar Wijaya,24,> 12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Tri Wibisono,17.3,12.9,8.6,8.9,8.4,8.5,8.7,4.2,4.4,4.4,86.3,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02284,2026-05-05,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-008,16.3,PMN-0324,Sutrisno Fauzi,166,> 12 bulan,BHL,Agus Prasetyo,Marwan Saragih,Dewi Lestari,17.4,13.4,9.1,8.7,8.1,8.9,8.4,4.5,4.1,4.5,87.1,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02285,2026-05-05,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-016,19.4,PMN-0319,Yuli Hartanto,52,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Yanuar Santika,17.5,13.6,8.9,9.2,8.5,8.5,8.5,4.2,4.1,4.5,87.5,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02286,2026-05-05,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-014,17.1,PMN-0310,Hendra Saragih,5,< 6 bulan,SKU,Budi Sinaga,Marwan Saragih,Tri Wibisono,13.5,9.5,7.8,8.2,8.2,7.4,7.3,4.0,3.8,3.9,73.6,C,35000,382.0,Kutip ulang + coaching mandor,Terverifikasi
MH-02287,2026-05-01,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-021,23.1,PMN-0312,Yusuf Sagala,26,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Tri Wibisono,17.0,13.5,8.4,8.7,8.5,8.6,8.5,4.4,4.4,4.2,86.2,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02288,2026-05-01,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-003,15.4,PMN-0308,Nasrul Prasetyo,72,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Tri Wibisono,17.1,13.6,8.5,8.5,8.9,8.5,8.3,4.5,4.3,4.1,86.3,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02289,2026-05-01,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-021,15.6,PMN-0316,Samsul Sianturi,117,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Dewi Lestari,18.1,12.8,8.3,9.2,8.4,8.9,9.0,4.4,4.3,4.4,87.8,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02290,2026-05-01,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-022,23.4,PMN-0325,Nasrul Hutapea,110,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Ratna Kusumaningrum,18.3,12.9,8.8,8.2,8.8,9.3,9.1,4.4,4.3,4.2,88.3,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02291,2026-05-01,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-014,19.6,PMN-0321,Zainal Barus,121,> 12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Dewi Lestari,17.8,13.5,9.2,9.1,8.2,8.5,9.0,4.5,4.6,4.1,88.5,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02292,2026-05-01,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-013,14.9,PMN-0327,Jumadi Santoso,160,> 12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Ratna Kusumaningrum,16.2,13.2,8.7,8.8,9.3,8.5,9.2,4.2,4.2,4.6,86.9,B,0,382.0,Pengarahan ringan,Menunggu verifikasi
MH-02293,2026-05-13,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-004,20.5,PMN-0322,Umar Wijaya,24,> 12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Dewi Lestari,18.5,13.4,8.5,8.2,9.3,8.9,9.0,4.3,4.5,4.4,89.0,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02294,2026-05-13,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-010,22.3,PMN-0307,Gunawan Hutapea,5,< 6 bulan,SKU,Agus Prasetyo,Marwan Saragih,Ratna Kusumaningrum,13.6,10.0,7.9,7.9,8.1,8.2,7.8,3.8,3.7,3.8,74.8,C,35000,382.0,Kutip ulang + coaching mandor,Terverifikasi
MH-02295,2026-05-13,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-016,17.3,PMN-0318,Hadi Sagala,10,6-12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Tri Wibisono,16.4,13.0,7.8,8.9,8.0,8.4,8.2,4.0,4.4,4.3,83.4,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02296,2026-05-13,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-005,14.8,PMN-0311,Priyo Barus,12,> 12 bulan,SKU,Budi Sinaga,Marwan Saragih,Ratna Kusumaningrum,17.8,12.5,8.6,8.1,8.4,8.1,8.4,4.5,4.6,4.2,85.2,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02297,2026-05-13,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-019,15.6,PMN-0316,Samsul Sianturi,117,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Hendra Sitompul,17.7,12.5,8.5,8.4,8.1,8.7,8.7,4.5,4.3,4.4,85.8,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02298,2026-05-13,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-010,21.6,PMN-0317,Sri Ginting,66,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Dewi Lestari,16.8,13.7,9.0,9.2,8.6,8.4,9.1,4.6,4.2,4.4,88.0,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02299,2026-05-21,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-004,23.4,PMN-0325,Nasrul Hutapea,110,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Dewi Lestari,16.4,12.8,8.3,8.2,8.4,9.3,9.2,4.6,4.2,4.1,85.5,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02300,2026-05-21,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-006,23.1,PMN-0312,Yusuf Sagala,26,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Hendra Sitompul,16.1,13.7,8.2,8.1,8.8,8.4,8.5,4.3,4.7,4.3,85.1,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02301,2026-05-21,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-024,15.6,PMN-0316,Samsul Sianturi,117,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Tri Wibisono,16.5,12.8,8.7,9.1,9.0,8.4,8.3,4.5,4.5,4.4,86.2,B,0,382.0,Pengarahan ringan,Menunggu verifikasi
MH-02302,2026-05-21,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-008,20.5,PMN-0322,Umar Wijaya,24,> 12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Ratna Kusumaningrum,17.3,13.8,8.4,8.4,8.4,8.6,8.6,4.1,4.1,4.3,86.0,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02303,2026-05-21,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-024,15.4,PMN-0308,Nasrul Prasetyo,72,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Dewi Lestari,16.4,13.0,9.2,9.2,8.2,8.7,9.1,4.3,4.1,4.2,86.4,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02304,2026-05-21,5,Mei,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-018,22.8,PMN-0309,Priyo Wibowo,115,> 12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Dewi Lestari,17.3,13.1,9.0,9.1,9.3,8.8,8.8,4.4,4.2,4.2,88.2,B,0,382.0,Pengarahan ringan,Terverifikasi
MH-02305,2026-06-03,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-024,16.3,PMN-0323,Priyo Effendi,26,> 12 bulan,SKU,Budi Sinaga,Marwan Saragih,Dewi Lestari,17.7,13.3,9.1,9.6,9.2,9.1,9.2,4.4,4.4,4.3,90.3,A,0,194.6,Tidak ada,Terverifikasi
MH-02306,2026-06-03,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-016,23.4,PMN-0326,Nanda Wijaya,119,> 12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Dewi Lestari,18.8,13.4,8.7,9.2,9.5,9.0,9.2,4.2,4.8,4.5,91.3,A,0,194.6,Tidak ada,Terverifikasi
MH-02307,2026-06-03,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-014,16.3,PMN-0324,Sutrisno Fauzi,166,> 12 bulan,BHL,Agus Prasetyo,Marwan Saragih,Tri Wibisono,18.9,13.0,9.3,8.4,9.6,8.6,8.8,4.8,4.4,4.7,90.5,A,0,194.6,Tidak ada,Terverifikasi
MH-02308,2026-06-03,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-006,21.8,PMN-0313,Priyo Sudarmono,94,> 12 bulan,BHL,Agus Prasetyo,Marwan Saragih,Hendra Sitompul,17.1,12.6,8.4,9.2,9.1,8.7,9.2,4.2,4.4,4.2,87.1,B,0,194.6,Pengarahan ringan,Menunggu verifikasi
MH-02309,2026-06-03,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-013,23.4,PMN-0325,Nasrul Hutapea,110,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Dewi Lestari,16.8,14.2,9.4,9.3,9.1,8.8,8.4,4.7,4.3,4.7,89.7,B,0,194.6,Pengarahan ringan,Terverifikasi
MH-02310,2026-06-03,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-011,16.2,PMN-0315,Joko Sagala,14,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Tri Wibisono,18.6,13.4,8.4,9.2,8.7,9.3,8.4,4.8,4.3,4.8,89.9,B,0,194.6,Pengarahan ringan,Menunggu verifikasi
MH-02311,2026-06-10,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-012,22.3,PMN-0307,Gunawan Hutapea,5,< 6 bulan,SKU,Agus Prasetyo,Marwan Saragih,Dewi Lestari,12.9,10.2,8.2,8.3,7.8,8.1,7.7,3.8,4.3,4.1,75.4,C,35000,194.6,Kutip ulang + coaching mandor,Menunggu verifikasi
MH-02312,2026-06-10,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-008,14.8,PMN-0311,Priyo Barus,12,> 12 bulan,SKU,Budi Sinaga,Marwan Saragih,Dewi Lestari,18.5,13.7,8.7,9.1,9.1,9.4,9.3,4.7,4.4,4.6,91.5,A,0,194.6,Tidak ada,Terverifikasi
MH-02313,2026-06-10,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-008,15.6,PMN-0316,Samsul Sianturi,117,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Tri Wibisono,19.0,14.1,9.5,8.6,9.4,9.2,8.7,4.3,4.8,4.4,92.0,A,0,194.6,Tidak ada,Terverifikasi
MH-02314,2026-06-10,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-017,17.1,PMN-0310,Hendra Saragih,5,< 6 bulan,SKU,Budi Sinaga,Marwan Saragih,Dewi Lestari,12.9,11.0,7.5,8.2,8.3,8.5,8.3,4.3,3.9,4.1,77.0,C,35000,194.6,Kutip ulang + coaching mandor,Terverifikasi
MH-02315,2026-06-10,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-001,15.4,PMN-0308,Nasrul Prasetyo,72,> 12 bulan,BHL,Wahyu Ismail,Marwan Saragih,Yanuar Santika,16.6,13.2,9.1,9.5,9.1,9.5,8.7,4.2,4.8,4.5,89.2,B,0,194.6,Pengarahan ringan,Menunggu verifikasi
MH-02316,2026-06-10,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-024,19.6,PMN-0321,Zainal Barus,121,> 12 bulan,SKU,Agus Prasetyo,Marwan Saragih,Dewi Lestari,18.6,13.5,9.5,9.6,8.3,9.1,9.2,4.5,4.8,4.3,91.4,A,0,194.6,Tidak ada,Terverifikasi
MH-02317,2026-06-16,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-013,22.3,PMN-0307,Gunawan Hutapea,5,< 6 bulan,SKU,Agus Prasetyo,Marwan Saragih,Ratna Kusumaningrum,14.5,10.5,8.3,7.9,7.4,8.5,7.6,4.3,3.9,3.7,76.6,C,35000,194.6,Kutip ulang + coaching mandor,Terverifikasi
MH-02318,2026-06-16,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-024,19.4,PMN-0319,Yuli Hartanto,52,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Ratna Kusumaningrum,18.3,13.9,8.7,8.8,9.3,9.4,8.7,4.7,4.7,4.2,90.7,A,0,194.6,Tidak ada,Terverifikasi
MH-02319,2026-06-16,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-011,16.2,PMN-0315,Joko Sagala,14,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Yanuar Santika,18.2,13.5,9.4,9.5,9.3,9.1,9.0,4.7,4.4,4.3,91.4,A,0,194.6,Tidak ada,Terverifikasi
MH-02320,2026-06-16,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-007,23.1,PMN-0312,Yusuf Sagala,26,> 12 bulan,SKU,Wahyu Ismail,Marwan Saragih,Dewi Lestari,18.4,13.0,9.3,9.5,8.5,9.0,8.9,4.7,4.5,4.2,90.0,A,0,194.6,Tidak ada,Terverifikasi
MH-02321,2026-06-16,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-016,21.8,PMN-0313,Priyo Sudarmono,94,> 12 bulan,BHL,Agus Prasetyo,Marwan Saragih,Yanuar Santika,18.1,12.4,8.4,8.8,8.9,9.0,8.5,4.3,4.4,4.4,87.2,B,0,194.6,Pengarahan ringan,Terverifikasi
MH-02322,2026-06-16,6,Jun,MRA,Estate Muara Alam,Kalimantan Tengah,Inti,B,MRA-B-014,16.3,PMN-0323,Priyo Effendi,26,> 12 bulan,SKU,Budi Sinaga,Marwan Saragih,Ratna Kusumaningrum,16.5,12.8,8.5,8.7,8.6,9.3,9.2,4.5,4.2,4.3,86.6,B,0,194.6,Pengarahan ringan,Terverifikasi
